,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Season,Review Rating,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Frequency_of_Purchases
860,26,1,17,2,87,1,4.1,1,3,1,Monthly,4
861,46,1,19,1,100,1,3.3,1,35,2,Every 3 Months,2
862,19,1,4,3,84,3,4.9,1,13,4,Fortnightly,3
863,49,1,20,2,41,2,3.9,1,42,4,Fortnightly,3
864,51,1,11,1,59,3,3.9,1,5,4,Annually,0
865,64,1,2,1,26,3,4.8,1,23,5,Annually,0
866,67,1,22,0,69,2,2.7,1,11,4,Bi-Weekly,1
867,37,1,10,3,20,1,3.1,1,23,0,Fortnightly,3
868,40,1,5,1,83,2,3.2,1,2,2,Every 3 Months,2
869,38,1,8,0,54,1,2.7,1,33,4,Weekly,6
870,66,1,9,1,66,0,2.5,1,6,0,Bi-Weekly,1
871,47,1,7,0,42,1,2.6,1,45,3,Quarterly,5
872,56,1,11,1,33,1,2.9,1,25,1,Quarterly,5
873,51,1,3,2,77,2,4.2,1,24,5,Quarterly,5
874,25,1,10,3,65,0,4.4,1,10,5,Every 3 Months,2
875,37,1,14,2,39,2,4.1,1,7,0,Every 3 Months,2
876,41,1,1,0,51,2,3.8,1,1,3,Weekly,6
877,64,1,7,0,65,3,4.9,1,45,5,Every 3 Months,2
878,23,1,22,0,89,2,4.9,1,37,3,Weekly,6
879,62,1,19,1,76,1,4.1,1,14,4,Quarterly,5
880,39,1,0,0,75,1,3.1,1,25,3,Monthly,4
881,52,1,14,2,61,2,2.7,1,18,5,Annually,0
882,50,1,3,2,35,0,3.8,1,37,1,Every 3 Months,2
883,28,1,20,2,37,0,4.3,1,30,0,Monthly,4
884,67,1,19,1,91,3,4.1,1,34,0,Weekly,6
885,41,1,5,1,99,0,4.4,1,49,3,Every 3 Months,2
886,19,1,18,1,54,2,3.6,1,48,0,Monthly,4
887,70,1,7,0,47,3,3.3,1,33,4,Fortnightly,3
888,49,1,15,0,77,1,3.6,1,44,1,Annually,0
889,59,1,1,0,84,0,2.8,1,50,5,Weekly,6
890,52,1,6,0,51,1,4.3,1,47,2,Monthly,4
891,20,1,19,1,26,2,3.9,1,24,4,Every 3 Months,2
892,31,1,18,1,64,2,2.7,1,43,3,Monthly,4
893,33,1,0,0,51,1,4.7,1,14,5,Monthly,4
894,44,1,9,1,60,1,3.8,1,3,3,Quarterly,5
895,40,1,8,0,69,1,4.7,1,33,3,Quarterly,5
896,69,1,12,0,29,1,4.7,1,38,1,Fortnightly,3
897,29,1,16,1,91,1,3.4,1,46,5,Weekly,6
898,54,1,1,0,70,1,3.5,1,19,0,Every 3 Months,2
899,65,1,23,1,58,2,4.0,1,20,4,Annually,0
900,54,1,8,0,98,0,3.3,1,42,0,Quarterly,5
901,60,1,15,0,68,2,4.7,1,34,1,Monthly,4
902,43,1,8,0,44,2,2.8,1,5,1,Monthly,4
903,44,1,10,3,45,3,3.3,1,3,4,Quarterly,5
904,69,1,24,1,99,1,2.9,1,46,4,Every 3 Months,2
905,46,1,5,1,68,1,2.8,1,16,5,Annually,0
906,41,1,13,1,56,1,4.2,1,21,3,Bi-Weekly,1
907,32,1,23,1,43,3,4.4,1,34,2,Bi-Weekly,1
908,26,1,22,0,99,3,3.6,1,9,4,Every 3 Months,2
909,61,1,1,0,56,0,2.7,1,36,4,Weekly,6
910,49,1,9,1,25,1,3.4,1,22,2,Monthly,4
911,53,1,13,1,74,3,2.8,1,2,0,Quarterly,5
912,24,1,9,1,56,3,3.4,1,32,0,Monthly,4
913,37,1,20,2,47,0,2.6,1,29,1,Every 3 Months,2
914,43,1,5,1,67,2,4.1,1,27,5,Every 3 Months,2
915,31,1,5,1,22,3,2.9,1,33,2,Fortnightly,3
916,49,1,11,1,34,1,2.7,1,16,5,Monthly,4
917,69,1,23,1,64,1,3.7,1,11,0,Quarterly,5
918,65,1,18,1,42,1,4.3,1,11,1,Fortnightly,3
919,41,1,16,1,82,3,2.6,1,17,3,Bi-Weekly,1
920,37,1,1,0,81,2,4.3,1,37,1,Weekly,6
921,70,1,4,3,24,2,4.1,1,18,4,Weekly,6
922,63,1,20,2,60,0,4.2,1,13,2,Monthly,4
923,55,1,16,1,24,1,4.2,1,7,4,Weekly,6
924,52,1,21,1,78,3,3.1,1,37,1,Quarterly,5
925,22,1,11,1,88,3,4.9,1,8,1,Monthly,4
926,54,1,11,1,63,1,4.4,1,11,1,Bi-Weekly,1
927,28,1,20,2,78,2,4.4,1,8,5,Bi-Weekly,1
928,67,1,5,1,37,3,3.4,1,31,1,Every 3 Months,2
929,59,1,3,2,94,0,4.5,1,26,3,Fortnightly,3
930,26,1,24,1,78,0,4.5,1,20,2,Bi-Weekly,1
931,24,1,4,3,36,3,4.1,1,24,0,Fortnightly,3
932,62,1,19,1,24,3,3.2,1,45,3,Bi-Weekly,1
933,70,1,20,2,84,1,2.7,1,33,3,Monthly,4
934,45,1,11,1,47,1,3.7,1,21,0,Monthly,4
935,58,1,9,1,51,0,2.6,1,2,0,Fortnightly,3
936,31,1,17,2,84,2,2.7,1,28,1,Weekly,6
937,32,1,18,1,24,2,2.7,1,18,5,Quarterly,5
938,36,1,2,1,97,0,4.8,1,21,3,Fortnightly,3
939,25,1,24,1,89,3,4.8,1,24,2,Monthly,4
940,48,1,1,0,44,1,2.6,1,15,4,Every 3 Months,2
941,39,1,7,0,35,3,4.5,1,38,4,Every 3 Months,2
942,26,1,5,1,91,3,3.2,1,38,4,Bi-Weekly,1
943,32,1,8,0,63,3,3.8,1,13,5,Fortnightly,3
944,54,1,1,0,97,1,4.8,1,39,1,Bi-Weekly,1
945,38,1,3,2,38,2,4.1,1,8,5,Every 3 Months,2
946,46,1,4,3,24,1,2.8,1,4,4,Quarterly,5
947,57,1,2,1,32,3,3.9,1,6,1,Every 3 Months,2
948,49,1,8,0,90,2,4.9,1,11,5,Every 3 Months,2
949,33,1,11,1,36,2,3.4,1,49,5,Monthly,4
950,54,1,0,0,37,3,4.1,1,30,4,Quarterly,5
951,47,1,5,1,51,2,2.9,1,34,0,Monthly,4
952,36,1,8,0,71,0,3.1,1,28,4,Monthly,4
953,68,1,22,0,50,1,3.6,1,36,5,Quarterly,5
954,60,1,8,0,74,0,3.5,1,18,2,Every 3 Months,2
955,55,1,5,1,75,2,3.4,1,4,4,Monthly,4
956,29,1,16,1,99,1,2.9,1,42,3,Quarterly,5
957,38,1,15,0,23,1,4.7,1,11,1,Quarterly,5
958,70,1,20,2,53,3,4.4,1,31,2,Bi-Weekly,1
959,36,1,19,1,99,1,2.6,1,12,1,Fortnightly,3
960,18,1,12,0,48,1,4.4,1,20,5,Quarterly,5
961,62,1,3,2,72,0,3.7,1,37,3,Quarterly,5
962,29,1,22,0,64,1,4.4,1,26,3,Fortnightly,3
963,21,1,3,2,63,1,2.5,1,14,2,Weekly,6
964,42,1,14,2,51,1,2.6,1,12,5,Bi-Weekly,1
965,43,1,3,2,55,1,5.0,1,10,2,Annually,0
966,58,1,5,1,55,1,4.9,1,19,1,Annually,0
967,27,1,9,1,26,2,3.7,1,4,1,Weekly,6
968,57,1,18,1,67,2,3.1,1,48,0,Quarterly,5
969,40,1,4,3,31,0,3.2,1,37,4,Monthly,4
970,45,1,11,1,66,3,4.4,1,4,1,Monthly,4
971,47,1,22,0,67,2,4.3,1,15,2,Weekly,6
972,61,1,20,2,61,3,3.0,1,33,2,Weekly,6
973,60,1,10,3,75,0,3.5,1,30,0,Quarterly,5
974,69,1,19,1,90,1,3.6,1,23,0,Monthly,4
975,58,1,23,1,40,2,3.8,1,2,0,Weekly,6
976,34,1,24,1,90,0,3.6,1,50,2,Every 3 Months,2
977,20,1,1,0,20,1,4.6,1,34,1,Bi-Weekly,1
978,56,1,6,0,40,2,2.5,1,33,2,Weekly,6
979,64,1,8,0,33,0,3.5,1,34,3,Monthly,4
980,56,1,3,2,98,1,4.0,1,39,4,Every 3 Months,2
981,27,1,1,0,42,1,3.5,1,47,2,Quarterly,5
982,35,1,4,3,62,2,3.2,1,37,4,Monthly,4
983,24,1,8,0,45,3,3.5,1,40,5,Bi-Weekly,1
984,26,1,17,2,78,2,3.4,1,8,2,Bi-Weekly,1
985,32,1,7,0,80,0,5.0,1,12,0,Annually,0
986,54,1,15,0,96,1,4.5,1,36,0,Monthly,4
987,62,1,7,0,47,2,2.8,1,48,4,Weekly,6
988,50,1,13,1,84,3,4.9,1,47,4,Fortnightly,3
989,70,1,17,2,31,1,3.1,1,2,0,Monthly,4
990,48,1,22,0,63,1,4.8,1,24,1,Weekly,6
991,20,1,18,1,97,1,2.7,1,40,0,Bi-Weekly,1
992,46,1,10,3,99,3,4.6,1,50,3,Weekly,6
993,51,1,14,2,90,3,4.4,1,25,1,Weekly,6
994,53,1,17,2,68,0,3.2,1,20,3,Monthly,4
995,44,1,12,0,80,1,3.0,1,10,5,Weekly,6
996,29,1,14,2,91,2,4.9,1,32,0,Quarterly,5
997,64,1,13,1,30,1,3.6,1,31,1,Fortnightly,3
998,51,1,17,2,90,1,3.8,1,48,0,Bi-Weekly,1
999,50,1,21,1,28,1,2.9,1,23,3,Monthly,4
1000,43,1,21,1,46,3,3.9,1,1,0,Bi-Weekly,1
1001,61,1,5,1,60,0,3.6,1,4,3,Fortnightly,3
1002,55,1,17,2,59,1,3.5,1,3,0,Bi-Weekly,1
1003,56,1,8,0,68,0,4.0,1,3,1,Bi-Weekly,1
1004,33,1,0,0,79,2,4.8,1,44,1,Annually,0
1005,43,1,0,0,94,3,3.9,1,5,3,Bi-Weekly,1
1006,21,1,13,1,83,2,4.5,1,50,5,Quarterly,5
1007,58,1,6,0,62,1,4.8,1,2,2,Annually,0
1008,41,1,15,0,85,1,2.6,1,29,4,Annually,0
1009,39,1,9,1,30,2,3.1,1,11,5,Annually,0
1010,54,1,11,1,24,1,4.7,1,37,2,Fortnightly,3
1011,43,1,0,0,25,1,2.9,1,32,3,Fortnightly,3
1012,28,1,14,2,37,2,3.8,1,27,2,Annually,0
1013,59,1,1,0,69,2,3.8,1,31,5,Bi-Weekly,1
1014,28,1,17,2,97,2,3.0,1,36,3,Fortnightly,3
1015,68,1,6,0,24,2,4.1,1,34,1,Weekly,6
1016,20,1,1,0,30,2,3.4,1,15,0,Every 3 Months,2
1017,21,1,10,3,53,0,2.5,1,14,2,Annually,0
1018,50,1,5,1,70,1,4.9,1,46,1,Weekly,6
1019,32,1,16,1,76,3,2.8,1,33,5,Bi-Weekly,1
1020,24,1,15,0,95,0,4.5,1,41,3,Annually,0
1021,55,1,4,3,51,3,4.9,1,39,4,Weekly,6
1022,61,1,7,0,41,3,4.9,1,7,1,Annually,0
1023,61,1,22,0,71,3,3.5,1,29,0,Every 3 Months,2
1024,28,1,24,1,66,2,3.5,1,18,5,Quarterly,5
1025,60,1,16,1,84,3,4.9,1,15,2,Annually,0
1026,49,1,7,0,95,3,3.0,1,39,4,Bi-Weekly,1
1027,33,1,12,0,90,2,2.8,1,11,1,Monthly,4
1028,45,1,9,1,36,2,3.7,1,4,1,Fortnightly,3
1029,29,1,6,0,22,1,3.6,1,33,5,Bi-Weekly,1
1030,58,1,4,3,89,3,3.3,1,37,3,Quarterly,5
1031,22,1,14,2,50,1,3.4,1,32,1,Quarterly,5
1032,55,1,3,2,36,0,4.0,1,44,2,Quarterly,5
1033,19,1,13,1,52,1,4.6,1,41,0,Quarterly,5
1034,68,1,21,1,29,0,4.2,1,44,0,Weekly,6
1035,61,1,2,1,89,0,2.8,1,32,5,Annually,0
1036,68,1,7,0,47,0,3.7,1,13,0,Monthly,4
1037,52,1,12,0,25,1,3.4,1,48,3,Quarterly,5
1038,41,1,13,1,74,0,3.0,1,3,0,Weekly,6
1039,29,1,1,0,46,0,4.8,1,39,5,Monthly,4
1040,68,1,11,1,22,0,4.0,1,7,1,Fortnightly,3
1041,36,1,16,1,25,2,4.9,1,11,1,Fortnightly,3
1042,55,1,1,0,80,1,4.9,1,47,2,Weekly,6
1043,28,1,11,1,76,1,3.3,1,28,3,Fortnightly,3
1044,39,1,11,1,30,2,4.4,1,17,0,Every 3 Months,2
1045,54,1,23,1,79,0,3.5,1,11,4,Bi-Weekly,1
1046,40,1,20,2,22,3,4.2,1,12,5,Annually,0
1047,31,1,21,1,36,0,4.2,1,7,2,Fortnightly,3
1048,30,1,21,1,77,0,2.7,1,19,5,Fortnightly,3
1049,45,1,22,0,33,0,2.8,1,24,1,Quarterly,5
1050,48,1,20,2,64,3,3.8,1,19,5,Monthly,4
1051,45,1,21,1,53,0,2.6,1,39,4,Annually,0
1052,60,1,17,2,36,0,3.0,1,1,2,Fortnightly,3
1053,59,1,2,1,70,1,3.3,1,10,3,Bi-Weekly,1
1054,18,1,18,1,96,3,4.9,1,48,4,Quarterly,5
1055,70,1,10,3,27,1,3.3,1,24,3,Annually,0
1056,20,1,23,1,64,3,2.9,1,42,5,Fortnightly,3
1057,65,1,10,3,23,1,4.4,1,20,2,Weekly,6
1058,29,1,15,0,33,2,3.1,1,49,0,Every 3 Months,2
1059,22,1,10,3,34,3,2.5,1,25,3,Monthly,4
1060,27,1,23,1,35,2,2.6,1,21,3,Every 3 Months,2
1061,36,1,4,3,62,2,4.4,1,12,5,Every 3 Months,2
1062,59,1,3,2,75,0,2.6,1,21,3,Every 3 Months,2
1063,62,1,9,1,29,2,3.3,1,35,1,Monthly,4
1064,34,1,8,0,28,1,3.5,1,42,2,Every 3 Months,2
1065,59,1,24,1,20,1,4.1,1,3,4,Every 3 Months,2
1066,49,1,4,3,96,3,4.0,1,11,4,Bi-Weekly,1
1067,18,1,5,1,43,2,2.7,1,22,4,Quarterly,5
1068,55,1,16,1,94,0,2.5,1,47,2,Weekly,6
1069,38,1,19,1,81,0,4.3,1,33,5,Every 3 Months,2
1070,50,1,12,0,75,2,3.3,1,50,3,Weekly,6
1071,61,1,8,0,81,2,2.6,1,46,2,Monthly,4
1072,48,1,18,1,92,0,3.5,1,34,3,Fortnightly,3
1073,22,1,15,0,96,1,4.0,1,33,2,Monthly,4
1074,48,1,12,0,71,0,2.6,1,45,0,Fortnightly,3
1075,57,1,22,0,50,2,4.9,1,32,3,Bi-Weekly,1
1076,33,1,4,3,72,1,2.9,1,47,5,Bi-Weekly,1
1077,58,1,10,3,28,3,3.7,1,5,4,Quarterly,5
1078,37,1,23,1,59,0,4.4,1,49,2,Fortnightly,3
1079,18,1,4,3,33,2,4.4,1,48,0,Monthly,4
1080,65,1,15,0,59,0,3.8,1,22,1,Every 3 Months,2
1081,62,1,1,0,30,1,4.5,1,45,2,Annually,0
1082,54,1,8,0,85,3,2.6,1,30,5,Quarterly,5
1083,35,1,0,0,97,2,3.3,1,43,1,Weekly,6
1084,34,1,24,1,36,0,4.1,1,48,1,Quarterly,5
1085,25,1,12,0,85,3,3.0,1,23,5,Fortnightly,3
1086,53,1,22,0,62,3,3.0,1,27,4,Bi-Weekly,1
1087,45,1,11,1,71,3,3.4,1,7,0,Monthly,4
1088,49,1,13,1,21,3,2.7,1,2,4,Weekly,6
1089,40,1,0,0,61,1,3.8,1,33,4,Bi-Weekly,1
1090,38,1,15,0,58,1,4.2,1,27,1,Fortnightly,3
1091,44,1,23,1,80,1,4.7,1,6,2,Fortnightly,3
1092,68,1,12,0,50,1,4.1,1,20,5,Quarterly,5
1093,60,1,20,2,48,3,4.2,1,46,5,Every 3 Months,2
1094,25,1,12,0,40,3,4.8,1,25,1,Quarterly,5
1095,19,1,4,3,34,2,3.0,1,30,0,Quarterly,5
1096,57,1,4,3,46,0,2.6,1,48,2,Annually,0
1097,58,1,22,0,27,2,3.2,1,47,0,Weekly,6
1098,49,1,7,0,98,1,3.6,1,27,2,Weekly,6
1099,19,1,23,1,73,0,2.6,1,45,0,Fortnightly,3
1100,50,1,13,1,28,1,4.4,1,2,2,Weekly,6
1101,30,1,6,0,76,0,3.0,1,39,1,Fortnightly,3
1102,52,1,23,1,83,0,2.9,1,24,1,Fortnightly,3
1103,35,1,9,1,23,1,4.3,1,8,3,Bi-Weekly,1
1104,35,1,8,0,28,0,3.1,1,8,0,Quarterly,5
1105,33,1,24,1,83,1,3.0,1,6,5,Every 3 Months,2
1106,52,1,19,1,96,3,3.6,1,12,5,Fortnightly,3
1107,69,1,20,2,62,0,2.8,1,26,0,Weekly,6
1108,27,1,18,1,25,0,2.8,1,50,1,Fortnightly,3
1109,66,1,9,1,97,3,4.9,1,2,5,Weekly,6
1110,28,1,9,1,61,0,3.0,1,31,1,Bi-Weekly,1
1111,22,1,17,2,66,2,4.1,1,4,2,Bi-Weekly,1
1112,69,1,9,1,67,1,4.6,1,32,4,Quarterly,5
1113,28,1,22,0,80,2,4.8,1,11,4,Bi-Weekly,1
1114,55,1,19,1,25,0,2.6,1,47,0,Every 3 Months,2
1115,30,1,8,0,58,0,4.0,1,37,1,Weekly,6
1116,67,1,0,0,96,3,4.2,1,39,4,Fortnightly,3
1117,25,1,22,0,77,1,4.5,1,24,2,Monthly,4
1118,49,1,1,0,65,2,4.9,1,11,4,Every 3 Months,2
1119,34,1,12,0,36,1,3.1,1,36,2,Weekly,6
1120,22,1,20,2,84,3,4.0,1,40,3,Monthly,4
1121,63,1,24,1,58,0,3.2,1,25,1,Quarterly,5
1122,70,1,7,0,62,1,4.3,1,12,2,Annually,0
1123,36,1,8,0,67,0,2.5,1,38,1,Monthly,4
1124,42,1,23,1,20,1,4.9,1,40,1,Quarterly,5
1125,27,1,14,2,90,2,2.7,1,10,0,Weekly,6
1126,23,1,15,0,58,3,3.4,1,47,5,Fortnightly,3
1127,50,1,16,1,53,1,4.8,1,22,3,Monthly,4
1128,56,1,6,0,30,3,4.7,1,35,3,Monthly,4
1129,37,1,9,1,65,3,4.7,1,46,5,Fortnightly,3
1130,67,1,12,0,41,2,3.9,1,30,4,Bi-Weekly,1
1131,67,1,16,1,73,1,3.7,1,20,0,Monthly,4
1132,50,1,9,1,98,1,4.3,1,25,1,Fortnightly,3
1133,36,1,17,2,36,3,4.1,1,29,1,Weekly,6
1134,62,1,24,1,81,2,4.6,1,2,5,Every 3 Months,2
1135,65,1,19,1,90,3,3.6,1,32,0,Quarterly,5
1136,23,1,7,0,83,2,4.8,1,37,1,Monthly,4
1137,46,1,16,1,91,3,2.8,1,16,0,Every 3 Months,2
1138,18,1,13,1,36,2,4.7,1,32,5,Fortnightly,3
1139,58,1,4,3,53,1,3.9,1,42,3,Bi-Weekly,1
1140,31,1,11,1,39,3,2.6,1,6,2,Every 3 Months,2
1141,39,1,6,0,33,3,4.7,1,23,4,Fortnightly,3
1142,69,1,24,1,76,1,3.5,1,27,5,Bi-Weekly,1
1143,68,1,3,2,23,3,4.4,1,43,4,Quarterly,5
1144,41,1,11,1,54,0,4.4,1,25,0,Fortnightly,3
1145,31,1,20,2,89,2,3.0,1,30,1,Every 3 Months,2
1146,48,1,20,2,38,2,4.2,1,7,0,Every 3 Months,2
1147,59,1,8,0,36,3,4.3,1,17,3,Annually,0
1148,34,1,13,1,66,1,2.6,1,10,4,Fortnightly,3
1149,21,1,12,0,42,1,3.3,1,40,5,Annually,0
1150,29,1,12,0,36,3,2.7,1,50,5,Bi-Weekly,1
1151,41,1,2,1,86,1,4.2,1,24,2,Weekly,6
1152,62,1,7,0,49,0,4.0,1,8,4,Every 3 Months,2
1153,27,1,16,1,41,2,4.0,1,6,0,Quarterly,5
1154,49,1,5,1,82,1,2.9,1,44,2,Bi-Weekly,1
1155,67,1,24,1,53,0,2.6,1,47,4,Quarterly,5
1156,20,1,17,2,21,2,4.8,1,6,5,Every 3 Months,2
1157,37,1,1,0,66,0,4.4,1,11,1,Quarterly,5
1158,69,1,1,0,89,2,4.0,1,41,0,Annually,0
1159,66,1,7,0,55,0,3.6,1,46,5,Every 3 Months,2
1160,37,1,15,0,42,2,3.2,1,9,5,Bi-Weekly,1
1161,63,1,18,1,52,0,3.1,1,37,4,Monthly,4
1162,47,1,14,2,92,3,4.2,1,13,4,Weekly,6
1163,26,1,13,1,56,2,3.0,1,24,3,Monthly,4
1164,68,1,5,1,96,3,4.2,1,47,4,Quarterly,5
1165,51,1,24,1,64,3,2.9,1,21,5,Every 3 Months,2
1166,48,1,5,1,48,3,3.7,1,22,5,Fortnightly,3
1167,60,1,21,1,83,2,3.6,1,16,4,Quarterly,5
1168,68,1,15,0,91,2,3.6,1,37,3,Fortnightly,3
1169,25,1,0,0,94,0,4.5,1,3,1,Annually,0
1170,57,1,19,1,62,1,3.2,1,33,1,Bi-Weekly,1
1171,41,1,21,1,55,1,3.9,1,15,3,Annually,0
1172,59,1,4,3,68,1,4.6,1,42,0,Bi-Weekly,1
1173,44,1,12,0,76,3,2.5,1,42,1,Bi-Weekly,1
1174,42,1,0,0,31,3,4.3,1,19,0,Bi-Weekly,1
1175,35,1,1,0,81,1,4.1,1,26,4,Quarterly,5
1176,36,1,5,1,83,3,4.6,1,39,4,Quarterly,5
1177,54,1,19,1,21,1,4.8,1,24,3,Monthly,4
1178,37,1,5,1,22,1,4.9,1,23,3,Annually,0
1179,20,1,24,1,33,2,2.8,1,44,0,Annually,0
1180,23,1,19,1,23,1,4.9,1,34,1,Monthly,4
1181,61,1,18,1,96,2,3.5,1,43,0,Quarterly,5
1182,37,1,12,0,21,1,3.8,1,45,4,Quarterly,5
1183,23,1,13,1,39,1,4.5,1,4,2,Weekly,6
1184,63,1,1,0,73,0,3.4,1,19,2,Annually,0
1185,47,1,11,1,64,1,3.9,1,29,2,Monthly,4
1186,63,1,11,1,68,2,4.1,1,27,2,Annually,0
1187,56,1,8,0,89,0,3.0,1,37,2,Every 3 Months,2
1188,68,1,2,1,29,2,3.3,1,11,2,Weekly,6
1189,64,1,16,1,97,2,4.9,1,28,3,Annually,0
1190,62,1,16,1,45,3,4.3,1,31,2,Weekly,6
1191,34,1,24,1,70,3,4.1,1,50,5,Quarterly,5
1192,49,1,4,3,56,2,4.0,1,42,5,Quarterly,5
1193,40,1,10,3,55,0,5.0,1,18,2,Fortnightly,3
1194,50,1,9,1,46,3,3.1,1,6,2,Fortnightly,3
1195,25,1,15,0,95,3,4.0,1,33,5,Monthly,4
1196,30,1,1,0,88,3,3.2,1,13,0,Bi-Weekly,1
1197,54,1,20,2,92,0,3.9,1,26,4,Annually,0
1198,40,1,21,1,49,2,3.9,1,17,1,Annually,0
1199,49,1,14,2,89,0,4.5,1,3,3,Weekly,6
1200,27,1,4,3,22,3,4.4,1,7,4,Weekly,6
1201,27,1,17,2,61,2,3.1,1,46,5,Fortnightly,3
1202,48,1,15,0,29,1,2.9,1,14,5,Every 3 Months,2
1203,40,1,20,2,82,3,3.7,1,23,0,Annually,0
1204,67,1,1,0,94,1,3.2,1,20,2,Every 3 Months,2
1205,52,1,7,0,99,1,3.5,1,38,0,Fortnightly,3
1206,22,1,7,0,59,0,3.0,1,16,5,Every 3 Months,2
1207,62,1,3,2,90,2,4.1,1,48,2,Every 3 Months,2
1208,20,1,3,2,100,3,2.9,1,8,3,Annually,0
1209,41,1,13,1,62,3,3.8,1,16,0,Monthly,4
1210,34,1,22,0,78,0,4.1,1,5,1,Quarterly,5
1211,23,1,9,1,94,1,4.6,1,14,5,Every 3 Months,2
1212,32,1,17,2,74,2,2.5,1,18,2,Weekly,6
1213,68,1,7,0,52,1,3.7,1,14,3,Every 3 Months,2
1214,30,1,10,3,81,0,3.8,1,5,1,Every 3 Months,2
1215,66,1,2,1,20,3,2.6,1,15,2,Every 3 Months,2
1216,62,1,13,1,32,2,3.7,1,3,5,Every 3 Months,2
1217,50,1,3,2,63,0,2.6,1,12,1,Every 3 Months,2
1218,55,1,3,2,79,1,3.1,1,43,1,Every 3 Months,2
1219,19,1,23,1,23,3,2.5,1,35,2,Bi-Weekly,1
1220,67,1,6,0,64,3,4.9,1,36,0,Quarterly,5
1221,18,1,21,1,69,3,4.5,1,3,1,Quarterly,5
1222,58,1,11,1,69,0,3.4,1,27,0,Annually,0
1223,69,1,13,1,24,3,3.9,1,21,0,Weekly,6
1224,62,1,18,1,50,2,3.7,1,18,5,Weekly,6
1225,28,1,6,0,97,0,2.6,1,16,3,Weekly,6
1226,53,1,14,2,91,0,3.4,1,18,5,Bi-Weekly,1
1227,27,1,2,1,37,1,4.9,1,19,0,Bi-Weekly,1
1228,55,1,10,3,55,3,3.9,1,1,1,Annually,0
1229,34,1,12,0,52,3,3.6,1,39,0,Annually,0
1230,25,1,8,0,80,1,4.6,1,49,5,Monthly,4
1231,66,1,21,1,79,1,4.0,1,43,2,Fortnightly,3
1232,57,1,7,0,23,2,3.6,1,31,3,Every 3 Months,2
1233,46,1,13,1,73,3,3.5,1,40,5,Every 3 Months,2
1234,38,1,6,0,99,0,4.1,1,2,0,Bi-Weekly,1
1235,23,1,23,1,22,1,3.0,1,46,4,Every 3 Months,2
1236,42,1,8,0,68,2,4.4,1,35,3,Every 3 Months,2
1237,25,1,5,1,92,1,4.4,1,42,2,Quarterly,5
1238,55,1,13,1,77,3,3.7,1,3,5,Fortnightly,3
1239,62,1,4,3,37,1,4.8,1,32,3,Every 3 Months,2
1240,41,1,15,0,79,3,2.9,1,48,3,Annually,0
1241,58,1,9,1,51,3,3.1,1,34,2,Weekly,6
1242,56,1,21,1,27,2,4.0,1,15,0,Quarterly,5
1243,25,1,2,1,23,1,3.0,1,22,3,Annually,0
1244,70,1,21,1,76,2,3.9,1,2,1,Monthly,4
1245,42,1,5,1,31,0,3.4,1,30,0,Weekly,6
1246,27,1,9,1,60,3,2.7,1,27,1,Monthly,4
1247,65,1,24,1,99,1,3.5,1,18,5,Bi-Weekly,1
1248,62,1,8,0,37,3,3.0,1,8,2,Annually,0
1249,62,1,3,2,50,3,4.5,1,48,5,Fortnightly,3
1250,52,1,11,1,26,3,4.1,1,24,1,Monthly,4
1251,56,1,18,1,86,1,5.0,1,43,2,Monthly,4
1252,28,1,14,2,41,0,4.0,1,8,1,Quarterly,5
1253,39,1,14,2,23,3,4.9,1,49,4,Annually,0
1254,54,1,20,2,56,1,3.3,1,2,2,Bi-Weekly,1
1255,30,1,8,0,68,0,4.1,1,38,1,Fortnightly,3
1256,45,1,4,3,48,3,3.6,1,4,1,Fortnightly,3
1257,68,1,5,1,67,1,3.0,1,31,1,Every 3 Months,2
1258,47,1,3,2,87,1,4.1,1,34,3,Every 3 Months,2
1259,68,1,19,1,64,0,3.9,1,45,2,Monthly,4
1260,63,1,16,1,93,1,4.1,1,30,3,Quarterly,5
1261,20,1,16,1,29,2,2.8,1,2,2,Fortnightly,3
1262,29,1,3,2,62,3,4.8,1,44,5,Monthly,4
1263,41,1,9,1,70,3,4.6,1,1,2,Bi-Weekly,1
1264,52,1,23,1,92,3,2.5,1,1,5,Bi-Weekly,1
1265,32,1,16,1,79,1,2.7,1,27,0,Weekly,6
1266,20,1,2,1,31,0,4.0,1,14,3,Every 3 Months,2
1267,47,1,24,1,83,1,2.7,1,41,1,Weekly,6
1268,23,1,10,3,88,3,2.9,1,25,3,Bi-Weekly,1
1269,43,1,12,0,53,1,3.0,1,47,4,Quarterly,5
1270,67,1,9,1,98,0,3.3,1,20,1,Annually,0
1271,70,1,12,0,57,1,4.3,1,42,4,Annually,0
1272,35,1,14,2,80,3,4.4,1,16,0,Monthly,4
1273,41,1,11,1,29,1,4.1,1,32,2,Every 3 Months,2
1274,54,1,8,0,73,1,3.1,1,37,4,Quarterly,5
1275,55,1,23,1,32,0,4.5,1,1,4,Monthly,4
1276,51,1,3,2,68,1,4.8,1,37,0,Weekly,6
1277,19,1,2,1,97,1,5.0,1,5,5,Quarterly,5
1278,28,1,18,1,98,0,2.8,1,31,5,Fortnightly,3
1279,63,1,9,1,56,0,3.7,1,18,3,Annually,0
1280,30,1,13,1,78,3,4.4,1,39,5,Every 3 Months,2
